entity,label,start_char,end_char,sentence
Pompeius,PERSON,15859,15867,"However, this rivalry did not hurry Crassus into any personal enmity or ill-will, and though, he was annoyed at Pompeius and Cæsar receiving greater honour than himself, he never allowed this jealous feeling to be associated with any hostility or ill disposition."
Cæsar,PERSON,15872,15877,"However, this rivalry did not hurry Crassus into any personal enmity or ill-will, and though, he was annoyed at Pompeius and Cæsar receiving greater honour than himself, he never allowed this jealous feeling to be associated with any hostility or ill disposition."
Cæsar,PERSON,16032,16037,"It is true that when Cæsar was taken and detained by the pirates, he cried out, ""What pleasure you will have, Crassus, when you hear of my capture!"""
Crassus,PERSON,16121,16128,"It is true that when Cæsar was taken and detained by the pirates, he cried out, ""What pleasure you will have, Crassus, when you hear of my capture!"""
Cæsar,PERSON,16225,16230,"But afterwards, at least, they were on friendly terms, and, when Cæsar was going to Iberia, as prætor, and had no money in consequence of his creditors having come upon him and seizing all his outfit, Crassus did not leave him in this difficulty, but got him released, by becoming security for him to the amount of eight hundred and thirty talents."
Iberia,GPE,16244,16250,"But afterwards, at least, they were on friendly terms, and, when Cæsar was going to Iberia, as prætor, and had no money in consequence of his creditors having come upon him and seizing all his outfit, Crassus did not leave him in this difficulty, but got him released, by becoming security for him to the amount of eight hundred and thirty talents."
Crassus,PERSON,16361,16368,"But afterwards, at least, they were on friendly terms, and, when Cæsar was going to Iberia, as prætor, and had no money in consequence of his creditors having come upon him and seizing all his outfit, Crassus did not leave him in this difficulty, but got him released, by becoming security for him to the amount of eight hundred and thirty talents."
Rome,GPE,16518,16522,"When all Rome became divided into three parties,--that of Pompeius, Cæsar and Crassus,--(for Cato had more reputation than power, and was more admired than followed), the sober and conservative part of the citizens adhered to Pompeius; the violent and those who were lightly moved, were led by the hopes that they had from Cæsar; Crassus, by keeping a middle position, used both parties for his purposes, and, as he very often changed in his political views, he was neither a firm friend nor an irreconcilable enemy, but he would readily give up either his friendship or his enmity on calculation of interest; so that within a short interval, he often came forward to speak both for and against the same men and the same measures."
Pompeius,PERSON,16567,16575,"When all Rome became divided into three parties,--that of Pompeius, Cæsar and Crassus,--(for Cato had more reputation than power, and was more admired than followed), the sober and conservative part of the citizens adhered to Pompeius; the violent and those who were lightly moved, were led by the hopes that they had from Cæsar; Crassus, by keeping a middle position, used both parties for his purposes, and, as he very often changed in his political views, he was neither a firm friend nor an irreconcilable enemy, but he would readily give up either his friendship or his enmity on calculation of interest; so that within a short interval, he often came forward to speak both for and against the same men and the same measures."
Cæsar,PERSON,16577,16582,"When all Rome became divided into three parties,--that of Pompeius, Cæsar and Crassus,--(for Cato had more reputation than power, and was more admired than followed), the sober and conservative part of the citizens adhered to Pompeius; the violent and those who were lightly moved, were led by the hopes that they had from Cæsar; Crassus, by keeping a middle position, used both parties for his purposes, and, as he very often changed in his political views, he was neither a firm friend nor an irreconcilable enemy, but he would readily give up either his friendship or his enmity on calculation of interest; so that within a short interval, he often came forward to speak both for and against the same men and the same measures."
